GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
10774,41.38,19.9,19.9,-2.54,1.0373,57.61,1,41.38,41.38,0,0,0,0,0,0,0,0,0,0,51.825,0,0,0,0
10776,0,0,0,0,1.0318,32.07,0,28,3.77,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
10776,14.32,0,0,0,1.0318,23.98,1,14.32,14.32,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
10778,8.03,-0.49,3.84,-0.49,1.0192,11.56,1,8.03,8.03,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
10778,14.8,-0.73,5.68,-0.73,1.0192,14.94,1,14.8,14.8,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0
10782,13.43,0,0,0,1.0162,27.32,1,13.43,13.43,0,0,0,0,0,0,0,0,0,0,18.3333,0,0,0,0
10782,14.65,0,0,0,1.0162,18.63,1,14.65,14.65,0,0,0,0,0,0,0,0,0,0,18.3333,0,0,0,0
10783,13.24,0,0,0,1.0155,22.11,1,13.24,13.24,0,0,0,0,0,0,0,0,0,0,18.3333,0,0,0,0
10784,17.21,0,0,0,1.0192,43.83,1,17.21,17.21,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0
10784,42.83,0,0,0,1.0192,64.64,1,42.83,42.83,0,0,0,0,0,0,0,0,0,0,58.2,0,0,0,0
10785,39.4,0,0,0,1.0192,44.46,1,39.4,39.4,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0
10785,31.08,0,0,0,1.0192,49.64,1,31.08,31.08,0,0,0,0,0,0,0,0,0,0,39.4,0,0,0,0
10791,58.2,22.43,22.43,-15.16,0.996,136.19,1,58.2,58.2,0,0,0,0,0,0,0,0,0,0,105.3,0,0,0,0
10796,0,0,21.23,-4.63,1.043,55.57,0,41.7,7.42,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0
10797,41.53,10.61,21.23,-4.63,1.0445,62.55,1,41.7,8.83,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0
10797,41.53,10.61,21.23,-4.63,1.0445,41.7,1,41.7,16.64,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0
10798,41.53,-4.63,21.23,-4.63,1.0269,41.7,1,41.7,13.81,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0
10800,82.34,-14.08,20.83,-14.08,1.04,129.15,1,82.34,82.34,0,0,0,0,0,0,0,0,0,0,97.8,0,0,0,0
10802,10.22,4.61,4.61,-0.59,1.0443,14.15,1,10.22,10.22,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
10803,12,4.61,4.61,-0.59,1.0444,12.12,1,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
10806,34.74,-2.23,17.51,-2.23,1.0235,52.42,1,34.74,34.74,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0
10806,42.97,-2.23,17.51,-2.23,1.0235,61.48,1,42.97,42.97,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0
10807,0,0,17.51,-2.23,1.0261,68.4,0,45.6,21.01,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0
10807,30.26,-2.23,17.51,-2.23,1.0261,51.24,1,30.26,30.26,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0
10811,1195.12,296.98,441.6,-98.4,1.0653,1400.38,1,1200,469.13,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0
10813,56.32,-3.28,25.73,-3.28,1.0153,74.5,1,56.32,56.32,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
10813,0,0,25.73,-3.28,1.0153,91.7,0,67,30.37,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
10817,50.7,0,0,0,1.04,68.96,1,50.7,50.7,0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0
10818,0,0,0,0,1.04,7.2,0,7.2,2.33,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0
10821,0,0,32.21,-21.77,1.0423,208.02,0,151.2,63.85,0,0,0,0,0,0,0,0,0,0,151.2,0,0,0,0
10829,75.24,-6.62,51.84,-6.62,1.0232,168.3,1,75.24,75.24,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10830,135,-6.62,51.84,-6.62,1.0235,159.7,1,135,135,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10831,106.15,-6.62,51.84,-6.62,1.0233,152.07,1,106.15,106.15,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10832,135,-6.62,51.84,-6.62,1.0236,143.54,1,135,135,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10833,88.14,-6.62,51.84,-6.62,1.0234,177.11,1,88.14,88.14,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10834,75.59,-6.62,51.84,-6.62,1.0235,175.15,1,75.59,75.59,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10836,88.54,-9.87,45.25,-9.87,1.0221,116.35,1,88.9,20.57,0,0,0,0,0,0,0,0,0,0,88.9,0,0,0,0
10836,88.54,-9.87,45.25,-9.87,1.0221,90.43,1,88.9,14.92,0,0,0,0,0,0,0,0,0,0,88.9,0,0,0,0
10838,45.58,0,0,0,1.04,91.58,1,45.58,45.58,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
10842,10.5,4.92,4.92,-0.63,1.038,12.8,1,10.5,10.5,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0
10842,8.22,4.92,4.92,-0.63,1.038,16.02,1,8.22,8.22,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0
10843,11.05,-0.63,4.92,-0.63,1.0182,13.06,1,11.05,11.05,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0
10843,0,0,4.92,-0.63,1.0182,14.28,0,12.8,3.56,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0
10843,8.89,-0.63,4.92,-0.63,1.0182,12.8,1,8.89,8.89,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0
10847,100.5,-4.92,38.59,-4.92,1.0367,118.86,1,100.5,100.5,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0
10848,78.52,-4.92,38.59,-4.92,1.0367,140.04,1,78.52,78.52,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0
10849,83.39,-4.92,38.59,-4.92,1.0367,128.45,1,83.39,83.39,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0
10850,87.3,-4.92,38.59,-4.92,1.0365,120.81,1,87.3,87.3,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0
10851,80.36,-4.92,38.59,-4.92,1.0368,108.12,1,80.36,80.36,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0
10852,99.06,-4.92,38.59,-4.92,1.0368,100.5,1,99.06,99.06,0,0,0,0,0,0,0,0,0,0,100.5,0,0,0,0
10853,0,0,3.84,-0.49,1.0372,13.29,0,10,3.43,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
10859,0,0,340.13,-89.05,1.0395,844.8,0,729.9,357.25,0,0,0,0,0,0,0,0,0,0,729.9,0,0,0,0
10860,322.89,-89.05,340.13,-89.05,1.0341,887.05,1,729.9,312.19,0,0,0,0,0,0,0,0,0,0,729.9,0,0,0,0
10864,103.61,57.6,57.6,-7.35,1.0058,187.87,1,103.61,103.61,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
10865,110.96,57.6,57.6,-7.35,1.0062,209,1,110.96,110.96,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
10867,11.12,-0.74,5.76,-0.74,0.9782,15.21,1,11.12,11.12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
10867,11.39,-0.74,5.76,-0.74,0.9782,20.37,1,11.39,11.39,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
10869,0,0,3.84,-0.49,1.0067,10,0,10,3.11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
10869,10,3.84,3.84,-0.49,1.0067,11.12,1,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
10872,61.55,31.46,31.46,-6.86,1.0229,90.38,1,61.8,28.09,0,0,0,0,0,0,0,0,0,0,61.8,0,0,0,0
10873,21.91,-1.45,11.37,-1.45,1.0192,33.07,1,21.91,21.91,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0
10873,0,0,11.37,-1.45,1.0192,38.51,0,29.6,4.59,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0
10879,70.43,-6.62,51.84,-6.62,1.0364,149.8,1,70.43,70.43,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10880,109.22,-6.62,51.84,-6.62,1.0366,177,1,109.22,109.22,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10881,73.16,-6.62,51.84,-6.62,1.0364,178,1,73.16,73.16,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10882,0,0,51.84,-6.62,1.0369,183.66,0,135,26.85,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10883,0,0,51.84,-6.62,1.0369,146.95,0,135,57.54,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10884,118.13,-6.62,51.84,-6.62,1.0364,153.95,1,118.13,118.13,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10889,87.44,42.4,44.69,-9.75,1.0386,110.05,1,87.8,43.63,0,0,0,0,0,0,0,0,0,0,87.8,0,0,0,0
10890,0,0,19.19,-4.18,1.0327,38.42,0,37.7,15.1,0,0,0,0,0,0,0,0,0,0,37.7,0,0,0,0
10895,93.62,-10.43,47.85,-10.43,1.0246,115.42,1,94,38.95,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
10896,93.62,-10.43,47.85,-10.43,1.0245,108.98,1,94,11.61,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
10897,93.62,-10.43,47.85,-10.43,1.0249,118.83,1,94,28.67,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
10898,93.62,-10.43,47.85,-10.43,1.0248,138.07,1,94,39.72,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0
10901,36.21,-2.25,17.66,-2.25,1.038,61.88,1,36.21,36.21,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
10902,0,0,17.66,-2.25,1.0396,46.65,0,46,10.13,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
10904,37.13,-3.49,10.65,-7.2,1.0489,64.29,1,37.13,37.13,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
10908,115.41,-8.37,65.61,-8.37,1.0367,202.81,1,115.41,115.41,0,0,0,0,0,0,0,0,0,0,170.8667,0,0,0,0
10909,0,0,65.61,-8.37,1.0438,171.05,0,170.87,37.23,0,0,0,0,0,0,0,0,0,0,170.8667,0,0,0,0
10910,99.62,-8.37,65.61,-8.37,1.0305,185.54,1,99.62,99.62,0,0,0,0,0,0,0,0,0,0,170.8667,0,0,0,0
10911,0,0,65.61,-8.37,1.0438,205,0,170.87,51.88,0,0,0,0,0,0,0,0,0,0,170.8667,0,0,0,0
10912,116.3,-8.37,65.61,-8.37,1.0304,246.02,1,116.3,116.3,0,0,0,0,0,0,0,0,0,0,170.87,0,0,0,0
10913,0,0,65.61,-8.37,1.0438,188.36,0,170.87,17.56,0,0,0,0,0,0,0,0,0,0,170.8667,0,0,0,0
10914,7.23,-0.46,3.61,-0.46,1.0308,9.4,1,7.23,7.23,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0
10919,112.5,-5.51,43.2,-5.51,1.032,148.42,1,112.5,112.5,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0
10920,0,0,43.2,-5.51,1.0263,112.95,0,112.5,49.16,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0
10921,93.79,-5.51,43.2,-5.51,1.0323,131.63,1,93.79,93.79,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0
10922,0,0,43.2,-5.51,1.0263,153.59,0,112.5,42.5,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0
10923,84.26,43.06,43.06,-9.39,1.044,107.98,1,84.6,19.89,0,0,0,0,0,0,0,0,0,0,84.6,0,0,0,0
10923,84.26,43.06,43.06,-9.39,1.044,85.56,1,84.6,35,0,0,0,0,0,0,0,0,0,0,84.6,0,0,0,0
10925,16.8,-0.82,6.45,-0.82,1.0245,16.87,1,16.8,16.8,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0
10925,6.52,-0.37,2.88,-0.37,1.0245,8.37,1,6.52,6.52,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
10930,87.57,58.32,118.43,-25.83,1.062,310.59,1,232.67,84.16,0,0,0,0,0,0,0,0,0,0,232.6667,0,0,0,0
10931,231.72,58.32,118.43,-25.83,1.0518,290.05,1,232.67,37.97,0,0,0,0,0,0,0,0,0,0,232.6667,0,0,0,0
10932,231.72,58.32,118.43,-25.83,1.059,261.17,1,232.67,90.77,0,0,0,0,0,0,0,0,0,0,232.6667,0,0,0,0
10933,50,-7.2,10.65,-7.2,1.0192,50,1,50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
10934,36,-1.76,13.82,-1.76,1.0172,39.66,1,36,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
10934,36,-1.76,13.82,-1.76,1.0172,53.42,1,36,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
10938,14.84,0,0,0,1.0374,20.22,1,14.84,14.84,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
10939,7.5,0,0,0,1.0362,8.1,1,7.5,7.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
10940,7.5,0,0,0,1.035,8.27,1,7.5,7.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
10944,123.26,-6.62,51.84,-6.62,1.0381,147.93,1,123.26,123.26,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10945,118.78,-6.62,51.84,-6.62,1.038,194.09,1,118.78,118.78,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10946,135,-6.62,51.84,-6.62,1.0383,154.67,1,135,135,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10947,109.12,-6.62,51.84,-6.62,1.0382,200.23,1,109.12,109.12,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10948,0,0,51.84,-6.62,1.0387,185.19,0,135,44.9,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10949,90.42,-6.62,51.84,-6.62,1.0382,172.19,1,90.42,90.42,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0
10951,0,0,7.43,-0.95,1.0312,19.99,0,19.35,4.75,0,0,0,0,0,0,0,0,0,0,19.35,0,0,0,0
10951,0,0,7.43,-0.95,1.0312,21.18,0,19.35,8.38,0,0,0,0,0,0,0,0,0,0,19.35,0,0,0,0
10955,32.11,-1.67,13.06,-1.67,1.0203,34.02,1,32.11,32.11,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
10955,17.04,-1.67,13.06,-1.67,1.0203,41.9,1,17.04,17.04,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
10956,0,0,13.06,-1.67,1.0209,44.38,0,34,4.71,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
10956,0,0,13.06,-1.67,1.0209,45.23,0,34,16.83,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
10959,221.29,55.85,55.85,-37.76,1.0088,336.76,1,221.29,221.29,0,0,0,0,0,0,0,0,0,0,262.2,0,0,0,0
10965,0,0,73,-49.35,1.0351,382.51,0,342.7,148.96,0,0,0,0,0,0,0,0,0,0,342.7,0,0,0,0
10966,0,0,2.65,-0.34,1.0221,6.96,0,6.9,2.85,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
10966,5.28,-0.34,2.65,-0.34,1.0221,9.31,1,5.28,5.28,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
10966,20.12,-1.35,10.56,-1.35,1.0221,36,1,20.12,20.12,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0
10969,0,0,13.23,-2.89,1.0284,32.28,0,26,10.93,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
10972,13.16,-0.86,6.72,-0.86,1.0105,18.98,1,13.16,13.16,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0
10972,17.5,-0.86,6.72,-0.86,1.0105,21.37,1,17.5,17.5,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0
10973,0,0,6.72,-0.86,1.0123,21.11,0,17.5,8.42,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0
10973,17.5,-0.86,6.72,-0.86,1.0123,19.51,1,17.5,17.5,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0
10978,95.9,12.94,20.43,-13.81,1.0423,103.8,1,95.9,95.9,0,0,0,0,0,0,0,0,0,0,95.9,0,0,0,0
10981,97.59,20.38,29.03,-19.63,1.0485,168.9,1,97.59,97.59,0,0,0,0,0,0,0,0,0,0,136.3,0,0,0,0
10982,92.02,20.38,29.03,-19.63,1.0469,154.45,1,92.02,92.02,0,0,0,0,0,0,0,0,0,0,136.3,0,0,0,0
10985,199,-28.66,42.39,-28.66,1.038,199.13,1,199,199,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0
10989,215.79,-24.05,110.28,-24.05,1.0371,295.91,1,216.67,63.89,0,0,0,0,0,0,0,0,0,0,216.67,0,0,0,0
10990,215.79,-24.05,110.28,-24.05,1.0373,242.35,1,216.67,56.96,0,0,0,0,0,0,0,0,0,0,216.6667,0,0,0,0
10991,215.79,-24.05,110.28,-24.05,1.0377,322.3,1,216.67,22.69,0,0,0,0,0,0,0,0,0,0,216.67,0,0,0,0
10993,0,0,7.92,-1.01,1.0435,24.82,0,20.62,9.67,0,0,0,0,0,0,0,0,0,0,20.625,0,0,0,0
10993,0,0,7.92,-1.01,1.0435,21.05,0,20.62,7.69,0,0,0,0,0,0,0,0,0,0,20.63,0,0,0,0
10994,0,0,7.92,-1.01,1.0435,30.93,0,20.62,4.16,0,0,0,0,0,0,0,0,0,0,20.63,0,0,0,0
10995,20.62,-1.01,7.92,-1.01,1.0416,25.07,1,20.62,20.62,0,0,0,0,0,0,0,0,0,0,20.625,0,0,0,0
10998,16.51,-1.22,9.6,-1.22,1.0258,34.25,1,16.51,16.51,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
10998,25,-1.22,9.6,-1.22,1.0258,28.91,1,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
11005,141.57,72.35,72.35,-15.78,1.0257,171.01,1,142.15,44.8,0,0,0,0,0,0,0,0,0,0,142.15,0,0,0,0
11006,141.57,72.35,72.35,-15.78,1.0271,185.88,1,142.15,15.96,0,0,0,0,0,0,0,0,0,0,142.15,0,0,0,0
11008,21.6,-1.06,8.29,-1.06,0.9755,27.1,1,21.6,21.6,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0
11009,16.3,-1.06,8.29,-1.06,0.997,22.46,1,16.3,16.3,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0
11009,5.97,-0.63,4.92,-0.63,0.997,19.2,1,5.97,5.97,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0
11014,812.69,322.47,415.68,-53.04,1.0694,1169.43,1,812.69,812.69,0,0,0,0,0,0,0,0,0,0,1082.5,0,0,0,0
11015,0,0,415.68,-53.04,1.041,1277.21,0,1082.5,277.82,0,0,0,0,0,0,0,0,0,0,1082.5,0,0,0,0
