BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
10123,1,0,0,0,0,1,1.01872,-38.794751,138,1,1.1,0.9,20.51,0.31,0,0
10124,1,0,0,0,0,1,1.0188713,-38.773023,138,1,1.1,0.9,20.51,0.31,0,0
10125,1,35.43,7.06,0,0,1,1.0185632,-38.816167,138,1,1.1,0.9,20.51,0.31,0,0
10126,1,0,0,0,0,1,1.01872,-38.794751,138,1,1.1,0.9,20.51,0.31,0,0
10127,1,0,0,0,0,1,1.0194055,-34.785477,345,1,1.1,0.9,20.28,0.25,0,0
10128,1,44.89,16.27,0,0,1,1.0349271,-38.678305,138,1,1.1,0.9,20.45,0.24,0,0
10129,1,50.09,14.75,0,0,1,1.034663,-35.348336,138,1,1.1,0.9,20.22,0.25,0,0
10130,1,50.09,14.37,0,0,1,1.0211984,-35.08454,138,1,1.1,0.9,20.21,0.28,0,0
10131,1,0,0,0,0,1,1.0287552,-35.358406,138,1,1.1,0.9,20.24,0.27,0,0
10132,1,41.72,12.38,0,0,1,1.0285157,-35.382846,138,1,1.1,0.9,20.25,0.27,0,0
10133,1,0,0,0,0,1,1.0242636,-38.318841,138,1,1.1,0.9,20.55,0.28,0,0
10134,1,71.03,8.23,0,0,1,1.0239863,-38.357531,138,1,1.1,0.9,20.56,0.28,0,0
10135,1,61.01,13.93,0,0,1,1.0312205,-37.929885,138,1,1.1,0.9,19.86,0.12,0,0
10136,1,0,0,0,0,1,1.031523,-37.894015,138,1,1.1,0.9,19.86,0.12,0,0
10137,1,20.07,5.15,0,0,1,1.025873,-34.068553,138,1,1.1,0.9,20.08,0.23,0,0
10138,1,38.05,7.43,0,0,1,1.0245317,-39.476173,138,1,1.1,0.9,20.58,0.28,0,0
10139,1,35,8.78,0,0,1,1.0595043,-36.36937,138,1,1.1,0.9,20.17,0.18,0,0
10140,1,16.07,5.79,0,0,1,1.0205742,-38.999097,138,1,1.1,0.9,20.53,0.31,0,0
10141,1,41.11,16.66,0,0,1,1.0202832,-39.022624,138,1,1.1,0.9,20.53,0.32,0,0
10142,1,41.11,1.31,0,0,1,1.0175076,-39.26695,138,1,1.1,0.9,20.59,0.33,0,0
10143,1,0,0,0,0,1,1.0176258,-39.241299,138,1,1.1,0.9,20.58,0.33,0,0
10144,1,0,0,0,0,1,1.0175076,-39.26695,138,1,1.1,0.9,20.59,0.33,0,0
10145,1,37.97,9.24,0,0,1,1.0191744,-34.50934,138,1,1.1,0.9,20.16,0.27,0,0
10146,1,37.97,9.3,0,0,1,1.0198485,-35.015836,138,1,1.1,0.9,20.2,0.29,0,0
10147,1,0,0,0,0,1,1.0200417,-34.993253,138,1,1.1,0.9,20.2,0.28,0,0
10148,1,52.25,24.72,0,0,1,1.0260568,-35.392693,138,1,1.1,0.9,20.26,0.27,0,0
10149,1,0,0,0,0,1,1.0254475,-39.581735,138,1,1.1,0.9,20.61,0.28,0,0
10150,1,7.99,4.67,0,0,1,1.0168054,-40.400752,18,1,1.1,0.9,20.64,0.29,0,0
10151,1,11.73,1.24,0,0,1,1.02179,-40.727861,18,1,1.1,0.9,20.65,0.28,0,0
10152,1,0,0,0,0,1,1.0245018,-39.728968,1,1,1.1,0.9,20.61,0.28,0,0
10153,1,35.35,3.89,0,0,1,1.0241439,-35.521611,138,1,1.1,0.9,20.22,0.19,0,0
10154,1,33.06,13.11,0,0,1,1.0580155,-36.510186,138,1,1.1,0.9,20.19,0.19,0,0
10155,1,0,0,0,0,1,1.0221174,-35.479842,138,1,1.1,0.9,20.21,0.21,0,0
10156,1,33.52,4.02,0,0,1,1.0219881,-35.499119,138,1,1.1,0.9,20.21,0.21,0,0
10157,1,32.33,10.35,0,80,1,1.0366085,-38.691661,138,1,1.1,0.9,20.46,0.23,0,0
10158,1,0,0,0,0,1,1.0358222,-38.662844,138,1,1.1,0.9,20.45,0.24,0,0
10159,1,15.22,4.81,0,0,1,1.0290963,-38.622225,138,1,1.1,0.9,20.45,0.27,0,0
10160,1,55.26,20.75,0,0,1,1.0143835,-39.13101,138,1,1.1,0.9,20.6,0.35,0,0
10161,1,0,0,0,0,1,1.0221209,-41.464357,138,1,1.1,0.9,20.92,0.24,0,0
10162,1,25.6,5.53,0,0,1,1.0219846,-41.479494,138,1,1.1,0.9,20.92,0.24,0,0
10163,1,0,0,0,0,1,1.0222462,-41.450146,138,1,1.1,0.9,20.91,0.24,0,0
10164,1,26.64,6.54,0,0,1,1.0238143,-35.618254,138,1,1.1,0.9,20.21,0.2,0,0
10165,1,0,0,0,0,1,1.0163883,-39.773845,138,1,1.1,0.9,20.62,0.32,0,0
10166,1,47.72,5.4,0,0,1,1.0162035,-39.803841,138,1,1.1,0.9,20.63,0.32,0,0
10167,1,32.36,10.77,0,0,1,1.0381633,-35.103536,138,1,1.1,0.9,20.19,0.23,0,0
10168,1,32.36,10.63,0,0,1,1.0316972,-35.311606,138,1,1.1,0.9,20.22,0.26,0,0
10169,1,0,0,0,0,1,1.0258799,-35.733086,138,1,1.1,0.9,20.2,0.21,0,0
10170,1,14.51,0.92,0,0,1,1.0258332,-35.741176,138,1,1.1,0.9,20.2,0.21,0,0
10171,1,51.86,8.23,0,0,1,1.0190226,-38.613559,138,1,1.1,0.9,20.45,0.31,0,0
10172,1,0,0,0,0,1,1.0227985,-34.045764,138,1,1.1,0.9,20.12,0.25,0,0
10173,1,0,0,0,0,1,1.0229568,-34.021428,138,1,1.1,0.9,20.11,0.25,0,0
10174,1,41.08,5.55,0,0,1,1.0226317,-34.071844,138,1,1.1,0.9,20.12,0.25,0,0
10175,1,41.08,12.71,0,0,1,1.0243398,-33.404556,138,1,1.1,0.9,20.02,0.23,0,0
10176,1,0,0,0,0,1,1.0245927,-33.379987,138,1,1.1,0.9,20.02,0.23,0,0
10177,1,37,12.28,0,0,1,1.0387846,-34.873806,138,1,1.1,0.9,20.16,0.23,0,0
10178,1,37,6.33,0,0,1,1.0232512,-35.187729,138,1,1.1,0.9,20.23,0.28,0,0
10179,1,55.41,4.59,0,0,1,1.0309787,-38.077904,138,1,1.1,0.9,19.88,0.12,0,0
10180,1,1.46,0.56,0,0,1,1.0309945,-37.885481,138,1,1.1,0.9,19.87,0.11,0,0
10181,1,0,0,0,0,1,1.0311672,-37.855068,138,1,1.1,0.9,19.86,0.11,0,0
10182,1,55.41,4.8,0,0,1,1.0308317,-37.918544,138,1,1.1,0.9,19.87,0.11,0,0
10183,1,48.59,5.25,0,0,1,1.0214786,-38.544159,138,1,1.1,0.9,20.44,0.3,0,0
10184,1,0,0,0,0,1,1.0391734,-38.350568,138,1,1.1,0.9,20.4,0.23,0,0
10185,1,68.06,27.25,0,0,1,1.038682,-38.387617,138,1,1.1,0.9,20.41,0.23,0,0
10186,1,0,0,0,0,1,1.0296091,-35.492642,138,1,1.1,0.9,20.25,0.2,0,0
10187,1,37.59,7.22,0,0,1,1.0294303,-35.513367,138,1,1.1,0.9,20.25,0.2,0,0
10188,1,51.74,17.55,0,0,1,1.0307217,-33.162378,138,1,1.1,0.9,20.01,0.16,0,0
10189,1,0,0,0,0,1,1.0310525,-33.132025,138,1,1.1,0.9,20,0.16,0,0
10190,1,0,0,0,0,1,1.0199622,-34.306139,138,1,1.1,0.9,20.15,0.27,0,0
10191,1,63.47,6.05,0,0,1,1.0197114,-34.344261,138,1,1.1,0.9,20.15,0.27,0,0
10192,1,0,0,0,0,1,1.0097532,-32.008878,345,1,1.1,0.9,20.04,0.2,0,0
10193,1,63.47,25.63,0,0,1,1.0188744,-34.672169,138,1,1.1,0.9,20.16,0.29,0,0
10194,1,0,0,0,0,1,1.0188709,-34.671273,24,1,1.1,0.9,20.16,0.29,0,0
10195,1,0,0,0,0,1,1.0188709,-34.671273,1,1,1.1,0.9,20.16,0.29,0,0
10196,1,0,0,0,0,1,1.036513,-32.165948,345,1,1.1,0.9,20.06,0.19,0,0
10197,1,0,0,0,0,1,1.0635547,-35.997317,138,1,1.1,0.9,20.12,0.17,0,0
10198,1,55.17,29.09,0,0,1,1.036068,-32.192758,345,1,1.1,0.9,20.06,0.19,0,0
10199,1,25.51,11.27,0,0,1,1.0178039,-39.788112,138,1,1.1,0.9,20.63,0.32,0,0
10200,1,57.98,19.56,0,0,1,1.0221392,-38.849075,138,1,1.1,0.9,20.49,0.29,0,0
10201,1,45.34,7.86,0,0,1,1.028482,-37.285627,138,1,1.1,0.9,19.85,0.09,0,0
10202,1,21.66,3.34,0,0,1,1.0262407,-35.473749,138,1,1.1,0.9,20.23,0.29,0,0
10203,1,0,0,0,0,1,1.0232504,-39.688541,138,1,1.1,0.9,20.7,0.23,0,0
10204,1,12.67,2.56,0,0,1,1.0231902,-39.696402,138,1,1.1,0.9,20.7,0.23,0,0
10205,1,0,0,0,0,1,1.0219078,-37.002327,138,1,1.1,0.9,20.3,0.28,0,0
10206,1,40.75,8.43,0,0,1,1.0217238,-37.025005,138,1,1.1,0.9,20.31,0.28,0,0
10207,1,40.75,6.92,0,0,1,1.0252948,-38.952647,138,1,1.1,0.9,20.5,0.28,0,0
10208,1,24.17,6.6,0,0,1,1.0278604,-38.591477,138,1,1.1,0.9,20.44,0.28,0,0
10209,1,81.39,49.51,0,0,1,1.0183453,-37.187623,138,1,1.1,0.9,20.32,0.32,0,0
10210,1,49.48,10.28,0,0,1,1.0292738,-38.169185,138,1,1.1,0.9,19.9,0.12,0,0
10211,1,49.48,11.08,0,0,1,1.0284339,-38.048349,138,1,1.1,0.9,19.9,0.12,0,0
10212,1,0,0,0,0,1,1.0286776,-38.018156,138,1,1.1,0.9,19.89,0.12,0,0
10213,1,0,0,0,0,1,1.0390587,-31.65064,138,1,1.1,0.9,19.81,0.08,0,0
10214,1,12.52,3.35,0,0,1,1.0389932,-31.657357,138,1,1.1,0.9,19.81,0.08,0,0
10215,1,36.39,3.34,0,0,1,1.0315993,-37.482328,138,1,1.1,0.9,19.97,0.11,0,0
10216,1,0,0,0,0,1,1.0309497,-37.636288,138,1,1.1,0.9,19.89,0.11,0,0
10217,1,36.39,3.13,0,0,1,1.0308336,-37.657609,138,1,1.1,0.9,19.9,0.11,0,0
10218,1,30.67,6.45,0,90,1,1.0303626,-40.875393,138,1,1.1,0.9,20.83,0.18,0,0
10219,1,38.5,11.16,0,0,1,1.0297292,-38.917974,138,1,1.1,0.9,20.49,0.26,0,0
10220,1,0,0,0,0,1,1.029936,-38.895576,138,1,1.1,0.9,20.49,0.26,0,0
10221,1,38.5,7.16,0,0,1,1.028033,-36.71998,138,1,1.1,0.9,20.24,0.25,0,0
10222,1,0,0,0,0,1,1.0318376,-37.462216,138,1,1.1,0.9,19.87,0.09,0,0
10223,1,9.41,2.94,0,0,1,1.0317857,-37.466957,138,1,1.1,0.9,19.87,0.09,0,0
10224,1,0,0,0,0,1,1.0252124,-36.458405,138,1,1.1,0.9,20.22,0.28,0,0
10225,1,35.59,23.47,0,0,1,1.0248657,-36.476248,138,1,1.1,0.9,20.23,0.28,0,0
10226,1,35.59,19.12,0,0,1,1.0210349,-37.029741,138,1,1.1,0.9,20.31,0.29,0,0
10227,1,47.25,13.43,0,0,1,1.0237587,-40.59113,138,1,1.1,0.9,20.77,0.26,0,0
10228,1,53.38,19.97,0,0,1,1.0329023,-38.102186,138,1,1.1,0.9,20.46,0.28,0,0
10229,1,35.45,4.71,0,50,1,1.032465,-38.757536,138,1,1.1,0.9,20.53,0.26,0,0
10230,1,51.81,10.71,0,0,1,1.0321633,-36.274512,138,1,1.1,0.9,20.18,0.24,0,0
10231,1,51.81,15.83,0,0,1,1.0305393,-36.841138,138,1,1.1,0.9,20.22,0.25,0,0
10232,1,48.36,11.43,0,0,1,1.0166545,-38.033067,138,1,1.1,0.9,20.41,0.32,0,0
10233,1,0,0,0,0,1,1.0269711,-38.051968,138,1,1.1,0.9,20.48,0.29,0,0
10234,1,37.64,3.83,0,0,1,1.0268269,-38.07461,138,1,1.1,0.9,20.49,0.29,0,0
10235,1,0,0,0,0,1,1.0241854,-41.196093,138,1,1.1,0.9,20.87,0.23,0,0
10236,1,37.64,13.28,0,0,1,1.0239647,-41.217518,138,1,1.1,0.9,20.88,0.23,0,0
10237,1,33.48,6.19,0,0,1,1.0255355,-35.682551,138,1,1.1,0.9,20.26,0.29,0,0
10238,1,33.48,8.37,0,0,1,1.0253048,-35.625381,138,1,1.1,0.9,20.25,0.29,0,0
10239,1,50.01,9.84,0,0,1,1.0346344,-38.530763,138,1,1.1,0.9,20.5,0.27,0,0
10240,1,0,0,0,0,1,1.0348605,-38.503153,138,1,1.1,0.9,20.5,0.26,0,0
10241,1,50.75,10.16,0,0,1,1.0358036,-37.707453,138,1,1.1,0.9,20.43,0.28,0,0
10242,1,0,0,0,60,1,1.0315108,-38.027924,138,1,1.1,0.9,20.48,0.27,0,0
10243,1,45.67,5.61,0,0,1,1.0313574,-38.053286,138,1,1.1,0.9,20.49,0.27,0,0
10244,1,34.46,5.65,0,0,1,1.0496185,-32.905028,138,1,1.1,0.9,19.9,0.1,0,0
10245,1,34.46,8.68,0,0,1,1.0504942,-32.872209,138,1,1.1,0.9,19.89,0.1,0,0
10246,1,0,0,0,0,1,1.0506588,-32.851715,138,1,1.1,0.9,19.89,0.1,0,0
10247,1,41.16,3.94,0,0,1,1.0208945,-36.92838,138,1,1.1,0.9,20.31,0.28,0,0
10248,1,43.93,29.92,0,0,1,1.0234519,-40.684195,138,1,1.1,0.9,20.83,0.22,0,0
10249,1,50.49,5.58,0,0,1,1.0225298,-38.192519,138,1,1.1,0.9,20.49,0.31,0,0
10250,1,57.01,12.84,0,0,1,1.0173637,-39.062542,138,1,1.1,0.9,20.5,0.32,0,0
10251,1,57.01,22.38,0,0,1,1.0217446,-38.593314,138,1,1.1,0.9,20.45,0.3,0,0
10252,1,31.11,9.46,0,0,1,1.018442,-38.564001,138,1,1.1,0.9,20.5,0.29,0,0
10253,1,0,0,0,0,1,1.0186082,-38.547043,138,1,1.1,0.9,20.5,0.28,0,0
10254,1,31.11,19.53,0,0,1,1.0172092,-38.990685,138,1,1.1,0.9,20.56,0.33,0,0
10255,1,0,0,0,0,1,1.0174886,-38.973339,138,1,1.1,0.9,20.56,0.33,0,0
10256,1,0,0,0,0,1,1.0187975,-38.708193,138,1,1.1,0.9,20.46,0.31,0,0
10257,1,24.34,12.59,0,0,1,1.0185994,-38.721747,138,1,1.1,0.9,20.47,0.32,0,0
10258,1,0,0,0,0,1,1.0190105,-38.694482,138,1,1.1,0.9,20.46,0.31,0,0
